Coord_centroid,Bbox,Face,Name_hdr,Species
"(162.85158966716344, 4322.642449080974)","[112, 5563, 215, 5685]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain7.hdr,8
"(991.0557321466413, 3621.924878152151)","[916, 4879, 1071, 4968]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain32.hdr,3
"(564.9781305114639, 1797.747442680776)","[517, 3034, 613, 3166]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain16.hdr,8
"(136.25158562367864, 5646.469626497534)","[97, 6879, 177, 7011]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain12.hdr,7
"(158.490225051148, 3557.9200954762446)","[120, 4783, 196, 4939]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain14.hdr,1
"(1785.1518151815183, 5540.008486562942)","[1732, 6772, 1842, 6910]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain67.hdr,7
"(1353.9257867543447, 3108.7787693752935)","[1283, 4354, 1428, 4465]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain52.hdr,4
"(994.931687815053, 4395.380497131931)","[952, 5643, 1038, 5747]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain38.hdr,8
"(1827.8413816230718, 4641.238262910798)","[1755, 5901, 1902, 5985]",2,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain67.hdr,1
"(528.4503438169315, 3515.0042836207867)","[489, 4743, 572, 4889]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain20.hdr,1
"(1891.961280167891, 1750.7876180482685)","[1850, 2980, 1937, 3121]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain70.hdr,8
"(105.36809311074536, 3062.741594168822)","[48, 4305, 165, 4418]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain4.hdr,1
"(1924.2703741381258, 1426.600542556799)","[1862, 2672, 1984, 2783]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain74.hdr,7
"(121.74829485834208, 5125.155430220357)","[87, 6356, 160, 6493]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain11.hdr,8
"(533.6332821871948, 3833.9061235876693)","[474, 5089, 597, 5179]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain25.hdr,6
"(621.7776146788991, 912.5459327217126)","[581, 2146, 662, 2281]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain23.hdr,2
"(572.6953917050691, 6536.267281105991)","[512, 7784, 637, 7889]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain23.hdr,1
"(105.1992859032002, 3133.4025390108436)","[39, 4394, 170, 4476]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain8.hdr,2
"(31.878075753386785, 1728.5843240254355)","[0, 2963, 70, 3090]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain0.hdr,2
"(1500.848724931914, 1370.4902203515721)","[1462, 2601, 1540, 2741]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain56.hdr,8
"(1500.4688163979501, 4262.665666791651)","[1459, 5499, 1541, 5632]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain55.hdr,5
"(538.4019305812282, 2298.8624974327377)","[478, 3539, 598, 3662]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain15.hdr,5
"(543.1375711574952, 2657.749644212524)","[505, 3887, 583, 4029]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain25.hdr,8
"(534.8170828694131, 5092.02083664705)","[473, 6353, 597, 6431]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain21.hdr,8
"(1842.5839157397381, 4252.959641697017)","[1780, 5489, 1904, 5619]",2,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain63.hdr,1
"(530.4508771929825, 5027.621303258145)","[487, 6264, 575, 6400]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain28.hdr,6
"(1371.3374035989718, 1115.8648243359041)","[1293, 2371, 1446, 2459]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain46.hdr,7
"(1790.699021482398, 4517.544145765381)","[1730, 5762, 1850, 5872]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain60.hdr,2
"(981.0643681356875, 5479.664813012651)","[946, 6712, 1017, 6851]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain35.hdr,8
"(108.60122554796135, 5085.851520150836)","[53, 6327, 163, 6446]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain2.hdr,4
"(988.4185723544116, 3655.0301823905193)","[908, 4904, 1070, 5009]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain33.hdr,1
"(1057.3540923218602, 1053.4321399792793)","[1019, 2280, 1101, 2429]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain45.hdr,1
"(644.8432071269488, 951.1540311804009)","[573, 2194, 720, 2308]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain27.hdr,1
"(1713.1392460230986, 1881.5185225539333)","[1659, 3113, 1771, 3251]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain62.hdr,1
"(1866.8104950495049, 1452.9077227722773)","[1814, 2686, 1920, 2820]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain71.hdr,2
"(95.34565192285483, 4692.22127266428)","[52, 5922, 140, 6062]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain1.hdr,7
"(1781.743052121452, 1856.736227870636)","[1719, 3099, 1844, 3217]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain65.hdr,7
"(1830.630930104568, 1049.681232801321)","[1763, 2299, 1897, 2402]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain66.hdr,3
"(1760.96524649247, 1882.6283949028189)","[1713, 3126, 1814, 3236]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain67.hdr,2
"(1444.007096463796, 2147.837382727929)","[1385, 3393, 1500, 3505]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain50.hdr,2
"(127.57401055408971, 2543.6221635883903)","[80, 3789, 176, 3898]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain1.hdr,2
"(1799.3679593721145, 6480.747807017544)","[1725, 7740, 1876, 7819]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain60.hdr,4
"(128.9231690281381, 4621.506685292356)","[100, 5862, 158, 5980]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain4.hdr,2
"(1024.08303870043, 5960.184615384615)","[954, 7203, 1091, 7320]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain43.hdr,7
"(1852.0031325301204, 3037.3680722891568)","[1780, 4299, 1924, 4377]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain62.hdr,8
"(572.8943319838056, 5987.777631578947)","[512, 7223, 634, 7357]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain20.hdr,1
"(472.5302238305857, 1411.018228119555)","[433, 2648, 514, 2774]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain25.hdr,2
"(101.48773209549071, 1799.461427939876)","[49, 3036, 157, 3165]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain10.hdr,4
"(1457.290519443656, 3556.1727221118367)","[1417, 4794, 1494, 4917]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain58.hdr,4
"(1820.8297277588722, 3549.139037433155)","[1751, 4805, 1891, 4893]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain61.hdr,8
"(1948.7221044757512, 2211.177783318788)","[1900, 3444, 1993, 3574]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain71.hdr,8
"(1320.0423173803526, 6421.620050377834)","[1265, 7656, 1374, 7790]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain49.hdr,7
"(75.5793875623904, 3534.407527316876)","[23, 4787, 131, 4884]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain6.hdr,2
"(1423.869622074016, 5541.988753759644)","[1388, 6774, 1464, 6910]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain55.hdr,1
"(1717.522497818771, 2653.6559890315343)","[1644, 3916, 1789, 3994]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain63.hdr,6
"(566.2896203875763, 4297.690868064773)","[506, 5549, 626, 5649]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain22.hdr,1
"(777.1579684763573, 6470.294337419731)","[710, 7729, 850, 7815]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain30.hdr,4
"(468.38287864534334, 560.3822066926489)","[402, 1824, 533, 1901]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain16.hdr,8
"(1799.8721297951327, 2647.126770246116)","[1757, 3874, 1842, 4024]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain61.hdr,1
"(1780.7110728505327, 6011.504142903261)","[1737, 7243, 1828, 7379]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain65.hdr,4
"(89.99193383704309, 6429.724423116194)","[48, 7656, 133, 7809]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain7.hdr,6
"(884.1474948875256, 6436.224054192229)","[824, 7683, 945, 7788]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain30.hdr,1
"(1522.52105418139, 558.6928739693757)","[1488, 1793, 1559, 1922]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain56.hdr,5
"(7.536458333333333, 3092.931712962963)","[0, 4326, 20, 4447]",2,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain2.hdr,3
"(1433.3321319656225, 2162.9959800388133)","[1380, 3414, 1490, 3513]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain58.hdr,6
"(1084.846639484414, 1470.6655267657504)","[1027, 2717, 1143, 2827]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain43.hdr,5
"(1259.1570076494231, 5898.671204460003)","[1190, 7163, 1331, 7236]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain47.hdr,3
"(1179.4154091700523, 4653.373911781776)","[1143, 5892, 1221, 6021]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain44.hdr,2
"(182.1220669316579, 2946.366970124375)","[118, 4206, 248, 4287]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain7.hdr,2
"(193.79002593727895, 2210.8099504833767)","[144, 3449, 244, 3576]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain8.hdr,3
"(1854.2757470263998, 1045.78561067595)","[1799, 2298, 1909, 2394]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain72.hdr,4
"(1895.7809694793536, 5900.424296828247)","[1850, 7130, 1942, 7273]",2,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain70.hdr,1
"(504.0374575828765, 2249.744844688071)","[459, 3490, 549, 3612]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain22.hdr,7
"(587.2954135532079, 3039.9675341406855)","[544, 4274, 631, 4403]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain25.hdr,8
"(1480.8933521259103, 2697.131900399342)","[1443, 3922, 1521, 4081]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain58.hdr,1
"(915.0320969284727, 3020.001913061962)","[874, 4246, 957, 4391]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain35.hdr,7
"(913.1531094678143, 4314.141350466723)","[859, 5557, 970, 5670]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain35.hdr,7
"(1031.7540281270374, 2210.8665362764273)","[962, 3451, 1102, 3574]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain37.hdr,1
"(1074.9297447561285, 1790.503538033864)","[1029, 3025, 1120, 3159]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain44.hdr,5
"(542.8614575690877, 1395.5897529958424)","[506, 2625, 580, 2769]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain26.hdr,8
"(95.64348591549296, 3911.4250503018106)","[56, 5137, 137, 5281]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain8.hdr,7
"(1031.1066627125347, 4391.442368525109)","[984, 5618, 1077, 5766]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain42.hdr,3
"(962.1631528509822, 2247.1805222807857)","[919, 3482, 1005, 3612]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain42.hdr,2
"(980.18049741443, 3889.797709923664)","[917, 5147, 1044, 5232]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain32.hdr,2
"(1675.0265243902438, 1806.041361788618)","[1621, 3044, 1730, 3170]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain61.hdr,6
"(1297.2860272077473, 3462.1703942817617)","[1256, 4694, 1340, 4830]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain46.hdr,7
"(1353.8964041968015, 2601.629112763573)","[1284, 3851, 1423, 3957]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain50.hdr,6
"(523.706284355965, 4726.0205021542115)","[458, 5991, 590, 6059]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain20.hdr,8
"(941.5691954022989, 3890.4175862068964)","[903, 5121, 981, 5266]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain35.hdr,6
"(396.9230072463768, 2130.70946557971)","[336, 3383, 461, 3479]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain16.hdr,6
"(1275.2672436401783, 3980.9508261211645)","[1227, 5221, 1324, 5340]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain51.hdr,2
"(121.22480199631116, 511.7301725073234)","[81, 1738, 165, 1892]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain9.hdr,1
"(169.78774228774228, 4241.116025116025)","[122, 5475, 215, 5611]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain2.hdr,5
"(1005.6658193195151, 4280.583202972233)","[945, 5516, 1065, 5647]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain41.hdr,6
"(560.8812086092715, 2727.766004415011)","[518, 3959, 605, 4101]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain25.hdr,5
"(982.3577763897564, 6364.143910056215)","[941, 7596, 1023, 7733]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain40.hdr,6
"(881.7942957083277, 4352.253598816091)","[846, 5588, 919, 5719]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain37.hdr,2
"(1433.7451793721973, 1863.7544843049327)","[1376, 3105, 1493, 3226]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain49.hdr,3
"(1535.897919794124, 1797.9602187432984)","[1490, 3027, 1580, 3167]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain58.hdr,8
"(1785.371278825996, 3967.4906708595386)","[1745, 5186, 1824, 5348]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain66.hdr,1
"(899.3455338746819, 5969.027027027027)","[831, 7225, 974, 7308]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain35.hdr,4
"(863.3644949575796, 5062.376340643509)","[829, 6298, 899, 6429]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain34.hdr,4
"(554.0842640716577, 5576.499391794759)","[517, 6797, 597, 6954]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain24.hdr,1
"(150.35408639221254, 5985.327519772865)","[121, 7228, 179, 7340]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain8.hdr,2
"(910.511305894309, 6511.956554878048)","[853, 7757, 970, 7868]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain32.hdr,5
"(1642.0008916629515, 5142.789456085599)","[1595, 6375, 1689, 6510]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain61.hdr,3
"(1344.0797470094872, 1761.116183143132)","[1279, 3012, 1406, 3113]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain51.hdr,4
"(589.5518380834366, 459.27550598926064)","[531, 1711, 649, 1805]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain19.hdr,8
"(1074.610920552517, 5578.114767776026)","[1012, 6813, 1141, 6941]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain44.hdr,1
"(97.60466217015738, 4807.656963672938)","[31, 6066, 164, 6151]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain7.hdr,4
"(1009.5411208151382, 1342.038816108685)","[950, 2591, 1074, 2693]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain42.hdr,4
"(558.0984220683392, 6519.538313088887)","[496, 7766, 620, 7875]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain24.hdr,8
"(852.3083113001494, 3145.87653753305)","[801, 4382, 908, 4512]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain31.hdr,1
"(98.12128032008002, 5988.857714428607)","[36, 7243, 162, 7334]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain6.hdr,6
"(1314.0029895366217, 3860.045341305431)","[1242, 5112, 1391, 5208]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain46.hdr,6
"(218.9197665102438, 614.7728053107473)","[151, 1865, 288, 1965]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain9.hdr,5
"(1501.824403771492, 2515.8007764836384)","[1432, 3767, 1572, 3865]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain55.hdr,8
"(854.1677526687924, 3122.301677526688)","[779, 4391, 924, 4457]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain36.hdr,3
"(850.4165944540728, 3508.559575389948)","[797, 4740, 904, 4875]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain37.hdr,3
"(1911.5991527364324, 2695.222807419281)","[1867, 3932, 1957, 4060]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain72.hdr,2
"(1112.572999758279, 5885.824389654339)","[1039, 7149, 1185, 7225]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain41.hdr,6
"(1823.6367866004962, 1888.59811827957)","[1766, 3127, 1880, 3252]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain70.hdr,6
"(468.21287379624937, 5634.849974657882)","[410, 6885, 526, 6984]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain19.hdr,4
"(188.50110916520723, 5148.9213076474025)","[146, 6381, 234, 6516]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain9.hdr,3
"(631.0367338144996, 5132.263492405473)","[582, 6358, 678, 6506]",2,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain25.hdr,5
"(1381.4137237146595, 3084.9712244692623)","[1323, 4323, 1441, 4450]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain52.hdr,7
"(1145.2339307048985, 6446.403823178017)","[1083, 7692, 1207, 7804]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain41.hdr,5
"(931.348934448341, 1074.6834367413003)","[885, 2317, 977, 2434]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain38.hdr,2
"(970.9575141839293, 3057.3181158464176)","[918, 4307, 1028, 4411]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain30.hdr,5
"(705.743605661783, 4624.388626769307)","[636, 5877, 778, 5971]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain28.hdr,5
"(146.7589119364054, 3061.144578313253)","[103, 4294, 191, 4428]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain12.hdr,4
"(981.984207329419, 949.4421947762705)","[954, 2192, 1011, 2308]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain35.hdr,4
"(163.98382164348428, 997.7301963105456)","[118, 2224, 213, 2373]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain13.hdr,7
"(137.6754937163375, 1731.1735487731896)","[103, 2965, 175, 3098]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain13.hdr,8
"(1401.6738437001595, 506.60382775119615)","[1350, 1757, 1454, 1866]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain48.hdr,1
"(131.12182741116752, 4247.868987188785)","[94, 5477, 169, 5618]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain3.hdr,2
"(170.837807606264, 5535.968058662689)","[128, 6771, 215, 6902]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain10.hdr,2
"(1790.524985302763, 4237.569860866157)","[1741, 5467, 1845, 5612]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain65.hdr,1
"(587.6757024793388, 5476.3836363636365)","[558, 6707, 617, 6853]",2,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain29.hdr,8
"(1851.215165470708, 2613.31037806576)","[1784, 3865, 1923, 3961]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain68.hdr,4
"(41.1522496371553, 2650.0084179970972)","[8, 3883, 78, 4018]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain2.hdr,8
"(990.9436565733997, 862.5891146032963)","[957, 2104, 1026, 2226]",2,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain39.hdr,8
"(1027.2068507308431, 536.8680053152223)","[994, 1763, 1063, 1911]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain43.hdr,1
"(1816.2296352915484, 1763.450425857174)","[1771, 2989, 1860, 3139]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain62.hdr,1
"(1825.6382564701303, 5981.034831679315)","[1749, 7238, 1906, 7323]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain66.hdr,6
"(1742.230926779314, 6393.5864055299535)","[1679, 7646, 1805, 7741]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain60.hdr,6
"(538.9068739521415, 4016.903368388965)","[505, 5250, 575, 5384]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain23.hdr,3
"(1501.0004695938014, 2661.576661188072)","[1466, 3886, 1540, 4046]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain58.hdr,1
"(1882.74859124404, 5972.837595723161)","[1848, 7211, 1919, 7333]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain68.hdr,8
"(1211.7606285783895, 4769.296260202217)","[1151, 6020, 1275, 6124]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain44.hdr,6
"(300.8435653315824, 6390.130006565988)","[242, 7654, 359, 7725]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain13.hdr,2
"(1059.8949369275963, 4209.153447382063)","[1016, 5456, 1104, 5562]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain40.hdr,8
"(1388.4355603740344, 4673.434340696572)","[1323, 5927, 1451, 6021]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain49.hdr,8
"(54.75825566678173, 3076.6423886779426)","[5, 4312, 107, 4444]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain0.hdr,8
"(1705.939552238806, 1220.174776119403)","[1642, 2459, 1759, 2584]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain61.hdr,1
"(647.8700737350623, 5414.698830409357)","[601, 6653, 698, 6775]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain28.hdr,2
"(1395.0722317900922, 6504.686050045588)","[1315, 7763, 1472, 7848]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain48.hdr,5
[1955.17001764 7766.42398589],"[1897, 7696, 2015, 7841]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain76.hdr,1
"(1074.247575584712, 898.6322494770869)","[1042, 2139, 1106, 2265]",2,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain42.hdr,8
"(1938.9734852518368, 3901.1770844425514)","[1884, 5139, 1994, 5266]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain73.hdr,3
"(1397.1951885702279, 4377.288370627167)","[1359, 5599, 1437, 5757]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain50.hdr,1
"(1669.8025793650793, 2988.2746913580245)","[1592, 4246, 1747, 4329]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain60.hdr,3
"(113.49444931346771, 600.5130002921414)","[59, 1852, 167, 1953]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain9.hdr,6
"(616.5541846118031, 630.6307763939006)","[577, 1859, 656, 2007]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain29.hdr,7
"(80.17656408033521, 5203.433607860135)","[46, 6436, 118, 6578]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain2.hdr,5
"(483.30152329749103, 3887.9534050179213)","[441, 5115, 530, 5256]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain19.hdr,7
"(409.6596331375135, 6386.709267473924)","[365, 7623, 457, 7750]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain15.hdr,6
"(198.57365792759052, 6046.365293383271)","[164, 7271, 233, 7424]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain12.hdr,5
"(1709.0668781725888, 5495.352918781726)","[1627, 6761, 1786, 6830]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain60.hdr,5
"(659.827868852459, 3528.2830430327867)","[597, 4785, 721, 4871]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain27.hdr,2
"(1224.3630340189873, 3950.3254549050635)","[1150, 5203, 1304, 5295]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain43.hdr,6
"(1680.3183103276235, 5956.794279062032)","[1621, 7213, 1739, 7302]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain64.hdr,2
"(1438.9910830391975, 4259.794909901542)","[1388, 5490, 1493, 5632]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain56.hdr,4
"(1664.7017372633222, 3917.37517079836)","[1615, 5146, 1717, 5287]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain60.hdr,7
